ori,agency_name,city,state,agency_type
SC0450200,Kingstree Police Department,kingstree,SC,City
SC0450400,Greeleyville Police Department,greeleyville,SC,City
SC0450500,Lane Police Department,lane,SC,City
SC0020300,North Augusta Police Department,north augusta,SC,City
SC0270100,Hardeeville Police Department,hardeeville,SC,City
SC0390300,Easley Police Department,easley,SC,City
SC0390200,Clemson Police Department,clemson,SC,City
SC0250600,Yemassee Police Department,yemassee,SC,City
SC0320100,Batesburg-Leesville Police Department,batesburg-leesville,SC,City
SC0040300,Honea Path Police Department,honea path,SC,City
SC0230100,Fountain Inn Police Department,fountain inn,SC,City
SC0400100,Columbia Police Department,columbia,SC,City
SC0320200,Cayce Police Department,cayce,SC,City
SC0320700,Irmo Police Department,irmo,SC,City
SC0100100,Charleston Police Department,charleston,SC,City
SC0420600,Chesnee Police Department,chesnee,SC,City
SC0100800,North Charleston Police Department,north charleston,SC,City
SC0230300,Greer Police Department,greer,SC,City
SC0220100,Andrews Police Department,andrews,SC,City
SC0180200,Summerville Police Department,summerville,SC,City
SD0180100,Webster Police Department,webster,SD,City
SD0130100,Vermillion Police Department,vermillion,SD,City
SD0290100,Miller Police Department,miller,SD,City
SD0390100,Madison Police Department,madison,SD,City
SD0060100,Aberdeen Police Department,aberdeen,SD,City
SD0060200,Groton Police Department,groton,SD,City
SD0070100,Chamberlain Police Department,chamberlain,SD,City
SD0070200,Kimball Police Department,kimball,SD,City
SD0090100,Belle Fourche Police Department,belle fourche,SD,City
SD0120100,Clark Police Department,clark,SD,City
SD0250100,Milbank Police Department,milbank,SD,City
SD0370100,Murdo Police Department,murdo,SD,City
SD0460100,Sturgis Police Department,sturgis,SD,City
SD0460300,Summerset Police Department,summerset,SD,City
SD0460200,Faith Police Department,faith,SD,City
SD0500100,Flandreau Police Department,flandreau,SD,City
SD0610100,Winner Police Department,winner,SD,City
SD0630200,Elk Point Police Department,elk point,SD,City
SD0630400,Jefferson Police Department,jefferson,SD,City
SD0630500,North Sioux City Police Department,north sioux city,SD,City
SD0020100,Huron Police Department,huron,SD,City
SD0270100,Philip Police Department,philip,SD,City
SD0280500,Lake Norden Police Department,lake norden,SD,City
SD0320100,Pierre Police Department,pierre,SD,City
SD0530100,Gettysburg Police Department,gettysburg,SD,City
SD0620600,Viborg Police Department,viborg,SD,City
SD0620200,Centerville Police Department,centerville,SD,City
SD0030100,Martin Police Department,martin,SD,City
SD0170100,Mitchell Police Department,mitchell,SD,City
SD0260100,Gregory Police Department,gregory,SD,City
SD0260300,Burke Police Department,burke,SD,City
SD0350100,Kadoka Police Department,kadoka,SD,City
SD0410100,Canton Police Department,canton,SD,City
SD0410600,Worthing Police Department,worthing,SD,City
SD0410500,Tea Police Department,tea,SD,City
SD0410200,Lennox Police Department,lennox,SD,City
SD0540100,Sisseton Police Department,sisseton,SD,City
SD0660100,Yankton Police Department,yankton,SD,City
SD0400100,Deadwood Police Department,deadwood,SD,City
SD0400300,Spearfish Police Department,spearfish,SD,City
SD0400400,Whitewood Police Department,whitewood,SD,City
SD0400200,Lead Police Department,lead,SD,City
SD0640100,Mobridge Police Department,mobridge,SD,City
SD0040100,Scotland Police Department,scotland,SD,City
SD0040200,Springfield Police Department,springfield,SD,City
SD0040300,Tyndall Police Department,tyndall,SD,City
SD0040400,Avon Police Department,avon,SD,City
SD0050100,Brookings Police Department,brookings,SD,City
SD0140100,Watertown Police Department,watertown,SD,City
SD0490300,Brandon Police Department,brandon,SD,City
SD0230200,Hot Springs Police Department,hot springs,SD,City
SD0330400,Tripp Police Department,tripp,SD,City
SD0330100,Freeman Police Department,freeman,SD,City
SD0330200,Parkston Police Department,parkston,SD,City
SD0330300,Menno Police Department,menno,SD,City
SD0510100,Rapid City Police Department,rapid city,SD,City
SD0110200,Platte Police Department,platte,SD,City
SD0110300,Wagner Police Department,wagner,SD,City
SD0200400,Eagle Butte Police Department,eagle butte,SD,City
SD0630100,Beresford Police Department,beresford,SD,City
SD0510300,Box Elder Police Department,box elder,SD,City
SD0490200,Sioux Falls Police Department,sioux falls,SD,City
TN0140100,Celina Police Department,celina,TN,City
TN0230200,Newbern Police Department,newbern,TN,City
TN0230100,Dyersburg Police Department,dyersburg,TN,City
TN0470100,Knoxville Police Department,knoxville,TN,City
TN0480200,Tiptonville Police Department,tiptonville,TN,City
TN0480100,Ridgely Police Department,ridgely,TN,City
TN0700200,Benton Police Department,benton,TN,City
TN0720100,Dayton Police Department,dayton,TN,City
TN0720200,Spring City Police Department,spring city,TN,City
TN0720300,Graysville Police Department,graysville,TN,City
TN0150100,Newport Police Department,newport,TN,City
TN0280100,Pulaski Police Department,pulaski,TN,City
TN0280200,Minor Hill Police Department,minor hill,TN,City
TN0280400,Lynnville Police Department,lynnville,TN,City
TN0280500,Elkton Police Department,elkton,TN,City
TN0400200,Puryear Police Department,puryear,TN,City
TN0400400,Henry Police Department,henry,TN,City
TN0400100,Paris Police Department,paris,TN,City
TN0510100,Hohenwald Police Department,hohenwald,TN,City
TN0560100,Lafayette Police Department,lafayette,TN,City
TN0560200,Red Boiling Springs Police Department,red boiling springs,TN,City
TN0600100,Columbia Police Department,columbia,TN,City
TN0600200,Mount Pleasant Police Department,mount pleasant,TN,City
TN0610100,Decatur Police Department,decatur,TN,City
TN0660700,Hornbeak Police Department,hornbeak,TN,City
TN0660200,South Fulton Police Department,south fulton,TN,City
TN0660100,Union City Police Department,union city,TN,City
TN0660400,Troy Police Department,troy,TN,City
TN0660500,Obion Police Department,obion,TN,City
TN0730100,Harriman Police Department,harriman,TN,City
TN0730200,Kingston Police Department,kingston,TN,City
TN0730400,Rockwood Police Department,rockwood,TN,City
TN0760100,Oneida Police Department,oneida,TN,City
TN0800100,Carthage Police Department,carthage,TN,City
TN0800300,Gordonsville Police Department,gordonsville,TN,City
TN0800200,South Carthage Police Department,south carthage,TN,City
TN0870100,Maynardville Police Department,maynardville,TN,City
TN0870300,Plainview Police Department,plainview,TN,City
TN0910300,Collinwood Police Department,collinwood,TN,City
TN0910200,Clifton Police Department,clifton,TN,City
TN0910100,Waynesboro Police Department,waynesboro,TN,City
TN0930100,Sparta Police Department,sparta,TN,City
TN0030100,Camden Police Department,camden,TN,City
TN0030200,Big Sandy Police Department,big sandy,TN,City
TN0050100,Alcoa Police Department,alcoa,TN,City
TN0050200,Maryville Police Department,maryville,TN,City
TN0050500,Townsend Police Department,townsend,TN,City
TN0080100,Woodbury Police Department,woodbury,TN,City
TN0100100,Elizabethton Police Department,elizabethton,TN,City
TN0160100,Manchester Police Department,manchester,TN,City
TN0210200,Alexandria Police Department,alexandria,TN,City
TN0210100,Smithville Police Department,smithville,TN,City
TN0270200,Milan Police Department,milan,TN,City
TN0270300,Trenton Police Department,trenton,TN,City
TN0270400,Dyer Police Department,dyer,TN,City
TN0270600,Gibson Police Department,gibson,TN,City
TN0270800,Rutherford Police Department,rutherford,TN,City
TN0270900,Medina Police Department,medina,TN,City
TN0270500,Bradford Police Department,bradford,TN,City
TN0300400,Tusculum Police Department,tusculum,TN,City
TN0300700,Mosheim Police Department,mosheim,TN,City
TN0300200,Baileyton Police Department,baileyton,TN,City
TN0300100,Greeneville Police Department,greeneville,TN,City
TN0310100,Tracy City Police Department,tracy city,TN,City
TN0360100,Savannah Police Department,savannah,TN,City
TN0360500,Saltillo Police Department,saltillo,TN,City
TN0530100,Lenoir City Police Department,lenoir city,TN,City
TN0530200,Loudon Police Department,loudon,TN,City
TN0580600,New Hope Police Department,new hope,TN,City
TN0580100,South Pittsburg Police Department,south pittsburg,TN,City
TN0580200,Whitwell Police Department,whitwell,TN,City
TN0580300,Jasper Police Department,jasper,TN,City
TN0580500,Kimball Police Department,kimball,TN,City
TN0540400,Calhoun Police Department,calhoun,TN,City
TN0540100,Athens Police Department,athens,TN,City
TN0540500,Niota Police Department,niota,TN,City
TN0540300,Etowah Police Department,etowah,TN,City
TN0540200,Englewood Police Department,englewood,TN,City
TN0620300,Tellico Plains Police Department,tellico plains,TN,City
TN0620500,Vonore Police Department,vonore,TN,City
TN0620200,Madisonville Police Department,madisonville,TN,City
TN0650100,Wartburg Police Department,wartburg,TN,City
TN0710300,Monterey Police Department,monterey,TN,City
TN0710200,Algood Police Department,algood,TN,City
TN0710100,Cookeville Police Department,cookeville,TN,City
TN0710400,Baxter Police Department,baxter,TN,City
TN0780100,Gatlinburg Police Department,gatlinburg,TN,City
TN0780200,Sevierville Police Department,sevierville,TN,City
TN0780300,Pigeon Forge Police Department,pigeon forge,TN,City
TN0780400,Pittman Center Police Department,pittman center,TN,City
TN0790600,Bartlett Police Department,bartlett,TN,City
TN0790400,Millington Police Department,millington,TN,City
TN0790200,Germantown Police Department,germantown,TN,City
TN0790100,Collierville Police Department,collierville,TN,City
TNMPD0000,Memphis Police Department,memphis,TN,City
TN0830100,Gallatin Police Department,gallatin,TN,City
TN0830500,Westmoreland Police Department,westmoreland,TN,City
TN0830400,Hendersonville Police Department,hendersonville,TN,City
TN0840200,Munford Police Department,munford,TN,City
TN0840100,Covington Police Department,covington,TN,City
TN0840300,Mason Police Department,mason,TN,City
TN0840400,Brighton Police Department,brighton,TN,City
TN0840500,Atoka Police Department,atoka,TN,City
TN0860300,Unicoi Police Department,unicoi,TN,City
TN0860100,Erwin Police Department,erwin,TN,City
TN0890100,McMinnville Police Department,mcminnville,TN,City
TN0950300,Mount Juliet Police Department,mount juliet,TN,City
TN0950100,Lebanon Police Department,lebanon,TN,City
TN0950200,Watertown Police Department,watertown,TN,City
TN0020100,Shelbyville Police Department,shelbyville,TN,City
TN0020200,Wartrace Police Department,wartrace,TN,City
TN0040100,Pikeville Police Department,pikeville,TN,City
TN0060100,Cleveland Police Department,cleveland,TN,City
TN0060200,Charleston Police Department,charleston,TN,City
TN0090100,Huntingdon Police Department,huntingdon,TN,City
TN0090200,Bruceton Police Department,bruceton,TN,City
TN0090800,Clarksburg Police Department,clarksburg,TN,City
TN0090400,Trezevant Police Department,trezevant,TN,City
TN0090600,Hollow Rock Police Department,hollow rock,TN,City
TN0120100,Henderson Police Department,henderson,TN,City
TN0200100,Parsons Police Department,parsons,TN,City
TN0200200,Decaturville Police Department,decaturville,TN,City
TN0220100,Dickson Police Department,dickson,TN,City
TN0220200,Burns Police Department,burns,TN,City
TN0220300,White Bluff Police Department,white bluff,TN,City
TN0240200,Gallaway Police Department,gallaway,TN,City
TN0240300,Rossville Police Department,rossville,TN,City
TN0240400,Moscow Police Department,moscow,TN,City
TN0240500,Oakland Police Department,oakland,TN,City
TN0240100,Somerville Police Department,somerville,TN,City
TN0240800,Piperton Police Department,piperton,TN,City
TN0370200,Surgoinsville Police Department,surgoinsville,TN,City
TN0370300,Mount Carmel Police Department,mount carmel,TN,City
TN0370400,Church Hill Police Department,church hill,TN,City
TN0370100,Rogersville Police Department,rogersville,TN,City
TN0380100,Brownsville Police Department,brownsville,TN,City
TN0410100,Centerville Police Department,centerville,TN,City
TN0420100,Erin Police Department,erin,TN,City
TN0440100,Gainesboro Police Department,gainesboro,TN,City
TN0460100,Mountain City Police Department,mountain city,TN,City
TN0520100,Fayetteville Police Department,fayetteville,TN,City
TN0570100,Jackson Police Department,jackson,TN,City
TN0550100,Selmer Police Department,selmer,TN,City
TN0670100,Livingston Police Department,livingston,TN,City
TN0810200,Cumberland City Police Department,cumberland city,TN,City
TN0810300,Dover Police Department,dover,TN,City
TN0920300,Gleason Police Department,gleason,TN,City
TN0920400,Greenfield Police Department,greenfield,TN,City
TN0920500,Sharon Police Department,sharon,TN,City
TN0920100,Dresden Police Department,dresden,TN,City
TN0920200,Martin Police Department,martin,TN,City
TN0010100,Clinton Police Department,clinton,TN,City
TN0010400,Norris Police Department,norris,TN,City
TN0070100,Jellico Police Department,jellico,TN,City
TN0070200,La Follette Police Department,la follette,TN,City
TN0070300,Caryville Police Department,caryville,TN,City
TN0070400,Jacksboro Police Department,jacksboro,TN,City
TN0110200,Kingston Springs Police Department,kingston springs,TN,City
TN0110300,Pleasant View Police Department,pleasant view,TN,City
TN0110100,Ashland City Police Department,ashland city,TN,City
TN0170500,Gadsden Police Department,gadsden,TN,City
TN0170100,Alamo Police Department,alamo,TN,City
TN0170200,Bells Police Department,bells,TN,City
TN0170400,Maury City Police Department,maury city,TN,City
TN0190100,Metropolitan Nashville Police Department,metropolitan nashville,TN,City
TN0190200,Berry Hill Police Department,berry hill,TN,City
TN0190300,Belle Meade Police Department,belle meade,TN,City
TN0250100,Jamestown Police Department,jamestown,TN,City
TN0260400,Decherd Police Department,decherd,TN,City
TN0260200,Winchester Police Department,winchester,TN,City
TN0260300,Cowan Police Department,cowan,TN,City
TN0260500,Estill Springs Police Department,estill springs,TN,City
TN0260600,Huntland Police Department,huntland,TN,City
TN0290100,Rutledge Police Department,rutledge,TN,City
TN0290200,Blaine Police Department,blaine,TN,City
TN0330600,Soddy-Daisy Police Department,soddy-daisy,TN,City
TN0330700,Collegedale Police Department,collegedale,TN,City
TN0330800,Red Bank Police Department,red bank,TN,City
TN0330100,Chattanooga Police Department,chattanooga,TN,City
TN0330200,East Ridge Police Department,east ridge,TN,City
TN0330300,Lookout Mountain Police Department,lookout mountain,TN,City
TN0330500,Signal Mountain Police Department,signal mountain,TN,City
TN0350200,Whiteville Police Department,whiteville,TN,City
TN0350300,Middleton Police Department,middleton,TN,City
TN0350100,Bolivar Police Department,bolivar,TN,City
TN0350600,Hickory Valley Police Department,hickory valley,TN,City
TN0350700,Toone Police Department,toone,TN,City
TN0500200,Loretto Police Department,loretto,TN,City
TN0500300,St. Joseph Police Department,st. joseph,TN,City
TN0500700,Ethridge Police Department,ethridge,TN,City
TN0500100,Lawrenceburg Police Department,lawrenceburg,TN,City
TN0590100,Lewisburg Police Department,lewisburg,TN,City
TN0590200,Chapel Hill Police Department,chapel hill,TN,City
TN0590300,Cornersville Police Department,cornersville,TN,City
TN0820100,Bristol Police Department,bristol,TN,City
TN0820300,Bluff City Police Department,bluff city,TN,City
TN0130200,Tazewell Police Department,tazewell,TN,City
TN0130100,New Tazewell Police Department,new tazewell,TN,City
TN0390100,Lexington Police Department,lexington,TN,City
TN0430200,New Johnsonville Police Department,new johnsonville,TN,City
TN0430300,McEwen Police Department,mcewen,TN,City
TN0430100,Waverly Police Department,waverly,TN,City
TN0450200,White Pine Police Department,white pine,TN,City
TN0450300,Dandridge Police Department,dandridge,TN,City
TN0450400,New Market Police Department,new market,TN,City
TN0450100,Jefferson City Police Department,jefferson city,TN,City
TN0740600,Coopertown Police Department,coopertown,TN,City
TN0740100,Springfield Police Department,springfield,TN,City
TN0740200,Greenbrier Police Department,greenbrier,TN,City
TN0740400,Cross Plains Police Department,cross plains,TN,City
TN0880100,Spencer Police Department,spencer,TN,City
TN0180100,Crossville Police Department,crossville,TN,City
TN0490100,Ripley Police Department,ripley,TN,City
TN0490400,Gates Police Department,gates,TN,City
TN0490200,Halls Police Department,halls,TN,City
TN0630100,Clarksville Police Department,clarksville,TN,City
TN0750200,Smyrna Police Department,smyrna,TN,City
TN0750100,Murfreesboro Police Department,murfreesboro,TN,City
TN0750500,Eagleville Police Department,eagleville,TN,City
TN0750300,La Vergne Police Department,la vergne,TN,City
TN0770100,Dunlap Police Department,dunlap,TN,City
TN0900200,Jonesborough Police Department,jonesborough,TN,City
TN0940300,Brentwood Police Department,brentwood,TN,City
TN0940500,Nolensville Police Department,nolensville,TN,City
TN0940100,Franklin Police Department,franklin,TN,City
TN0940200,Fairview Police Department,fairview,TN,City
TN0230300,Trimble Police Department,trimble,TN,City
TN0660300,Kenton Police Department,kenton,TN,City
TN0280300,Ardmore Police Department,ardmore,TN,City
TN0620100,Sweetwater Police Department,sweetwater,TN,City
TN0010300,Oak Ridge Police Department,oak ridge,TN,City
TN0270100,Humboldt Police Department,humboldt,TN,City
TN0550200,Adamsville Police Department,adamsville,TN,City
TN0160200,Tullahoma Police Department,tullahoma,TN,City
TN0190400,Goodlettsville Police Department,goodlettsville,TN,City
TN0350500,Grand Junction Police Department,grand junction,TN,City
TN0290300,Bean Station Police Department,bean station,TN,City
TN0820200,Kingsport Police Department,kingsport,TN,City
TN0600300,Spring Hill Police Department,spring hill,TN,City
TN0830300,White House Police Department,white house,TN,City
TN0830200,Portland Police Department,portland,TN,City
TN0830600,Millersville Police Department,millersville,TN,City
TN0010200,Rocky Top Police Department,rocky top,TN,City
TN0390200,Scotts Hill Police Department,scotts hill,TN,City
TN0320100,Morristown Police Department,morristown,TN,City
TN0730300,Oliver Springs Police Department,oliver springs,TN,City
TN0090300,McKenzie Police Department,mckenzie,TN,City
TN0310400,Monteagle Police Department,monteagle,TN,City
TN0900100,Johnson City Police Department,johnson city,TN,City
TX0130100,Beeville Police Department,beeville,TX,City
TX1440100,Giddings Police Department,giddings,TX,City
TX1440200,Lexington Police Department,lexington,TX,City
TX0141800,Salado Police Department,salado,TX,City
TX0140200,Belton Police Department,belton,TX,City
TX0140300,Harker Heights Police Department,harker heights,TX,City
TX0140400,Killeen Police Department,killeen,TX,City
TX0140500,Nolanville Police Department,nolanville,TX,City
TX0140600,Rogers Police Department,rogers,TX,City
TX0140700,Temple Police Department,temple,TX,City
TX0141000,Morgan's Point Resort Police Department,morgan's point resort,TX,City
TX0141100,Holland Police Department,holland,TX,City
TX0141700,Troy Police Department,troy,TX,City
TX0320100,Pittsburg Police Department,pittsburg,TX,City
TX0340100,Atlanta Police Department,atlanta,TX,City
TX0340300,Linden Police Department,linden,TX,City
TX0340400,Queen City Police Department,queen city,TX,City
TX0820100,Pearsall Police Department,pearsall,TX,City
TX0820300,Dilley Police Department,dilley,TX,City
TX0900200,Pampa Police Department,pampa,TX,City
TX0950200,Hale Center Police Department,hale center,TX,City
TX0950300,Petersburg Police Department,petersburg,TX,City
TX0950400,Plainview Police Department,plainview,TX,City
TX0960100,Memphis Police Department,memphis,TX,City
TX0960200,Estelline Police Department,estelline,TX,City
TX1051200,Buda Police Department,buda,TX,City
TX1050700,Kyle Police Department,kyle,TX,City
TX1050100,San Marcos Police Department,san marcos,TX,City
TX1090300,Itasca Police Department,itasca,TX,City
TX1090100,Hillsboro Police Department,hillsboro,TX,City
TX1090200,Hubbard Police Department,hubbard,TX,City
TX1090600,Whitney Police Department,whitney,TX,City
TX1110300,Tolar Police Department,tolar,TX,City
TX1110100,Granbury Police Department,granbury,TX,City
TX1161600,Hawk Cove Police Department,hawk cove,TX,City
TX1161300,West Tawakoni Police Department,west tawakoni,TX,City
TX1160700,Caddo Mills Police Department,caddo mills,TX,City
TX1161200,Lone Oak Police Department,lone oak,TX,City
TX1161400,Quinlan Police Department,quinlan,TX,City
TX1160100,Celeste Police Department,celeste,TX,City
TX1160200,Commerce Police Department,commerce,TX,City
TX1160300,Greenville Police Department,greenville,TX,City
TX1160400,Wolfe City Police Department,wolfe city,TX,City
TX1190100,Jacksboro Police Department,jacksboro,TX,City
TX1330100,Kerrville Police Department,kerrville,TX,City
TX1330500,Ingram Police Department,ingram,TX,City
TX1380300,Munday Police Department,munday,TX,City
TX1380200,Knox City Police Department,knox city,TX,City
TX1400500,Sudan Police Department,sudan,TX,City
TX1400400,Olton Police Department,olton,TX,City
TX1400300,Littlefield Police Department,littlefield,TX,City
TX1450100,Buffalo Police Department,buffalo,TX,City
TX1451000,Jewett Police Department,jewett,TX,City
TX1530200,Tahoka Police Department,tahoka,TX,City
TX1870400,Corrigan Police Department,corrigan,TX,City
TX1870200,Livingston Police Department,livingston,TX,City
TX1870800,Onalaska Police Department,onalaska,TX,City
TX2010100,Henderson Police Department,henderson,TX,City
TX2011000,Mount Enterprise Police Department,mount enterprise,TX,City
TX2010200,New London Police Department,new london,TX,City
TX2380100,Monahans Police Department,monahans,TX,City
TX2401000,Rio Bravo Police Department,rio bravo,TX,City
TX2400100,Laredo Police Department,laredo,TX,City
TX2490800,Runaway Bay Police Department,runaway bay,TX,City
TX2490900,Boyd Police Department,boyd,TX,City
TX2490100,Bridgeport Police Department,bridgeport,TX,City
TX2490200,Decatur Police Department,decatur,TX,City
TX2490300,Rhome Police Department,rhome,TX,City
TX2500400,Quitman Police Department,quitman,TX,City
TX2500300,Mineola Police Department,mineola,TX,City
TX2500100,Alba Police Department,alba,TX,City
TX0150100,Alamo Heights Police Department,alamo heights,TX,City
TX0150200,Balcones Heights Police Department,balcones heights,TX,City
TX0150300,Castle Hills Police Department,castle hills,TX,City
TX0150400,China Grove Police Department,china grove,TX,City
TX0150500,Converse Police Department,converse,TX,City
TX0150700,Hill Country Village Police Department,hill country village,TX,City
TX0150800,Hollywood Park Police Department,hollywood park,TX,City
TX0150900,Kirby Police Department,kirby,TX,City
TX0151000,Leon Valley Police Department,leon valley,TX,City
TX0151100,Olmos Park Police Department,olmos park,TX,City
TX0151200,Shavano Park Police Department,shavano park,TX,City
TX0151300,Terrell Hills Police Department,terrell hills,TX,City
TX0151400,Universal City Police Department,universal city,TX,City
TX0151500,Windcrest Police Department,windcrest,TX,City
TX0151600,Live Oak Police Department,live oak,TX,City
TX0152300,Somerset Police Department,somerset,TX,City
TX0153000,Helotes Police Department,helotes,TX,City
TX0155900,Von Ormy Police Department,von ormy,TX,City
TX0156200,Sandy Oaks Police Department,sandy oaks,TX,City
TX0157100,Saint Hedwig Police Department,saint hedwig,TX,City
TX0190300,Nash Police Department,nash,TX,City
TX0190400,New Boston Police Department,new boston,TX,City
TX0190500,Texarkana Police Department,texarkana,TX,City
TX0190600,Wake Village Police Department,wake village,TX,City
TX0190800,Hooks Police Department,hooks,TX,City
TX0190100,De Kalb Police Department,de kalb,TX,City
TX0250200,Brownwood Police Department,brownwood,TX,City
TX0250100,Bangs Police Department,bangs,TX,City
TX0250300,Early Police Department,early,TX,City
TX0460700,Garden Ridge Police Department,garden ridge,TX,City
TX0460800,Bulverde Police Department,bulverde,TX,City
TX0490700,Valley View Police Department,valley view,TX,City
TX0490800,Oak Ridge Police Department,oak ridge,TX,City
TX0490100,Gainesville Police Department,gainesville,TX,City
TX0520100,Crane Police Department,crane,TX,City
TX0660300,Freer Police Department,freer,TX,City
TX0660100,Benavides Police Department,benavides,TX,City
TX0702200,Maypearl Police Department,maypearl,TX,City
TX0700500,Midlothian Police Department,midlothian,TX,City
TX0702900,Alma Police Department,alma,TX,City
TX0700600,Milford Police Department,milford,TX,City
TX0700700,Palmer Police Department,palmer,TX,City
TX0700800,Red Oak Police Department,red oak,TX,City
TX0701000,Waxahachie Police Department,waxahachie,TX,City
TX0700400,Italy Police Department,italy,TX,City
TX0700300,Garrett Police Department,garrett,TX,City
TX0700100,Ennis Police Department,ennis,TX,City
TX0720200,Stephenville Police Department,stephenville,TX,City
TX0720100,Dublin Police Department,dublin,TX,City
TX0730300,Rosebud Police Department,rosebud,TX,City
TX0730200,Marlin Police Department,marlin,TX,City
TX0730100,Lott Police Department,lott,TX,City
TX0770100,Floydada Police Department,floydada,TX,City
TX0780100,Crowell Police Department,crowell,TX,City
TX0921500,Lakeport Police Department,lakeport,TX,City
TX0920600,White Oak Police Department,white oak,TX,City
TX1270100,Anson Police Department,anson,TX,City
TX1270200,Hamlin Police Department,hamlin,TX,City
TX1270500,Hawley Police Department,hawley,TX,City
TX1390200,Paris Police Department,paris,TX,City
TX1391000,"Reno Police Department, Lamar County","reno police department, lamar county",TX,City
TX1500500,Sunrise Beach Village Police Department,sunrise beach village,TX,City
TX1500100,Llano Police Department,llano,TX,City
TX1660100,Cameron Police Department,cameron,TX,City
TX1660200,Rockdale Police Department,rockdale,TX,City
TX1661100,Buckholts Police Department,buckholts,TX,City
TX1710400,Cactus Police Department,cactus,TX,City
TX1710100,Dumas Police Department,dumas,TX,City
TX1710200,Sunray Police Department,sunray,TX,City
TX1770300,Sweetwater Police Department,sweetwater,TX,City
TX1770200,Roscoe Police Department,roscoe,TX,City
TX1860100,Fort Stockton Police Department,fort stockton,TX,City
TX1900600,Emory Police Department,emory,TX,City
TX1900500,East Tawakoni Police Department,east tawakoni,TX,City
TX1900800,Point Police Department,point,TX,City
TX2120100,Arp Police Department,arp,TX,City
TX2120200,Lindale Police Department,lindale,TX,City
TX2120400,Tyler Police Department,tyler,TX,City
TX2120500,Whitehouse Police Department,whitehouse,TX,City
TX2140200,Rio Grande City Police Department,rio grande city,TX,City
TX2140100,La Grulla Police Department,la grulla,TX,City
TX2140300,Roma Police Department,roma,TX,City
TX2230100,Brownfield Police Department,brownfield,TX,City
TX2250100,Mount Pleasant Police Department,mount pleasant,TX,City
TX2290100,Woodville Police Department,woodville,TX,City
TX2520200,Olney Police Department,olney,TX,City
TX2520100,Graham Police Department,graham,TX,City
TX0050100,Archer City Police Department,archer city,TX,City
TX0050200,Holliday Police Department,holliday,TX,City
TX0080100,Bellville Police Department,bellville,TX,City
TX0080200,Sealy Police Department,sealy,TX,City
TX0080700,Wallis Police Department,wallis,TX,City
TX0080800,San Felipe Police Department,san felipe,TX,City
TX0090100,Muleshoe Police Department,muleshoe,TX,City
TX0120100,Seymour Police Department,seymour,TX,City
TX0160200,Johnson City Police Department,johnson city,TX,City
TX0160100,Blanco Police Department,blanco,TX,City
TX0180800,Meridian Police Department,meridian,TX,City
TX0180100,Clifton Police Department,clifton,TX,City
TX0210100,Bryan Police Department,bryan,TX,City
TX0210200,College Station Police Department,college station,TX,City
TX0240100,Falfurrias Police Department,falfurrias,TX,City
TX0270600,Bertram Police Department,bertram,TX,City
TX0270200,Marble Falls Police Department,marble falls,TX,City
TX0271200,Cottonwood Shores Police Department,cottonwood shores,TX,City
TX0270700,Granite Shoals Police Department,granite shoals,TX,City
TX0270100,Burnet Police Department,burnet,TX,City
TX0330100,Panhandle Police Department,panhandle,TX,City
TX0350100,Dimmitt Police Department,dimmitt,TX,City
TX0430100,Allen Police Department,allen,TX,City
TX0430300,Farmersville Police Department,farmersville,TX,City
TX0430500,McKinney Police Department,mckinney,TX,City
TX0430900,Princeton Police Department,princeton,TX,City
TX0431700,Melissa Police Department,melissa,TX,City
TX0431800,Murphy Police Department,murphy,TX,City
TX0431900,Parker Police Department,parker,TX,City
TX0432000,Lavon Police Department,lavon,TX,City
TX0432500,Fairview Police Department,fairview,TX,City
TX0432600,Anna Police Department,anna,TX,City
TX0510100,Paducah Police Department,paducah,TX,City
TX0540100,Crosbyton Police Department,crosbyton,TX,City
TX0540200,Lorenzo Police Department,lorenzo,TX,City
TX0571300,Highland Park Police Department,highland park,TX,City
TX0571400,Hutchins Police Department,hutchins,TX,City
TX0571500,Irving Police Department,irving,TX,City
TX0571700,Lancaster Police Department,lancaster,TX,City
TX0571000,Farmers Branch Police Department,farmers branch,TX,City
TX0570900,Duncanville Police Department,duncanville,TX,City
TX0570800,DeSoto Police Department,desoto,TX,City
TX0570600,Cockrell Hill Police Department,cockrell hill,TX,City
TX0572300,Sunnyvale Police Department,sunnyvale,TX,City
TX0572400,University Park Police Department,university park,TX,City
TX0572500,Wilmer Police Department,wilmer,TX,City
TX0570200,Balch Springs Police Department,balch springs,TX,City
TX0570100,Addison Police Department,addison,TX,City
TX0580100,Lamesa Police Department,lamesa,TX,City
TX0611500,The Colony Police Department,the colony,TX,City
TX0611400,Aubrey Police Department,aubrey,TX,City
TX0611300,Little Elm Police Department,little elm,TX,City
TX0610700,Pilot Point Police Department,pilot point,TX,City
TX0612000,Highland Village Police Department,highland village,TX,City
TX0612300,Corinth Police Department,corinth,TX,City
TX0612500,Double Oak Police Department,double oak,TX,City
TX0612800,Hickory Creek Police Department,hickory creek,TX,City
TX0613700,Bartonville Police Department,bartonville,TX,City
TX0613900,Northlake Police Department,northlake,TX,City
TX0615000,Cross Roads Police Department,cross roads,TX,City
TX0615500,Copper Canyon Police Department,copper canyon,TX,City
TX0610500,Lake Dallas Police Department,lake dallas,TX,City
TX0610400,Krum Police Department,krum,TX,City
